"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 05, 2019","26,900.0","26,650.0","26,950.0","26,600.0","1.69M","1.13%"
"Jun 04, 2019","26,600.0","26,600.0","26,800.0","26,300.0","1.35M","-0.56%"
"Jun 03, 2019","26,750.0","27,250.0","27,250.0","26,450.0","1.49M","-2.01%"
"May 31, 2019","27,300.0","27,250.0","27,400.0","26,900.0","1.77M","-0.18%"
"May 30, 2019","27,350.0","26,900.0","27,400.0","26,800.0","2.25M","1.48%"
"May 29, 2019","26,950.0","26,800.0","27,050.0","26,500.0","1.76M","0.19%"
"May 28, 2019","26,900.0","26,900.0","27,000.0","26,400.0","1.00M","-0.19%"
"May 27, 2019","26,950.0","26,500.0","27,000.0","26,450.0","961.60K","1.70%"
"May 24, 2019","26,500.0","26,400.0","26,700.0","26,250.0","883.45K","0.00%"
"May 23, 2019","26,500.0","27,000.0","27,050.0","26,200.0","1.69M","-1.85%"
"May 22, 2019","27,000.0","27,100.0","27,200.0","26,850.0","665.20K","-0.37%"
"May 21, 2019","27,100.0","27,150.0","27,250.0","26,850.0","1.56M","-0.18%"
"May 20, 2019","27,150.0","27,150.0","27,200.0","26,850.0","1.32M","0.56%"
"May 17, 2019","27,000.0","27,250.0","27,250.0","26,750.0","1.41M","-1.10%"
"May 16, 2019","27,300.0","27,400.0","27,650.0","26,800.0","2.22M","-1.09%"
"May 15, 2019","27,600.0","27,000.0","27,650.0","26,700.0","2.50M","1.47%"
"May 14, 2019","27,200.0","27,400.0","27,600.0","26,800.0","1.55M","-1.45%"
"May 13, 2019","27,600.0","27,200.0","27,600.0","26,700.0","3.37M","1.47%"
